candidate_id,cohort,gender,ethnicity,degree_major,teaching_experience,gpa,leadership_score,communication_score,self_efficacy,organisational_support,selected,proba
1325,2021,Male,Torres Strait Islander,Education,3+ years,2.5,6.2,7.7,5.3,3.9,1,0.8193064402315773
1326,2021,Male,Other,Commerce,3+ years,2.5,6.9,7.1,7.6,7.3,1,0.9770191648625445
1327,2023,Female,British,Science,1-3 years,3.0,7.5,7.6,4.3,5.4,0,0.9402208371314205
1328,2024,Male,Australian,Commerce,<1 year,3.0,6.9,6.8,4.8,5.6,1,0.7121671823068332
1329,2019,Male,Australian,Arts,3+ years,3.0,7.0,6.0,6.6,5.6,1,0.8770119279493045
1330,2023,Male,Australian,Education,1-3 years,2.5,7.6,5.6,8.0,8.3,1,0.9644072352139034
1331,2021,Female,Australian,Commerce,3+ years,2.5,2.4,3.4,8.4,1.0,0,0.5613615080281673
1332,2021,Male,Indian,Arts,3+ years,3.0,6.0,6.7,9.7,6.2,1,0.9794438991918455
1333,2019,Male,Australian,Commerce,3+ years,2.0,6.6,9.3,6.1,4.8,1,0.9926399938764896
1334,2022,Male,Australian,Commerce,1-3 years,2.5,6.8,8.1,6.6,3.6,1,0.9251738063914644
1335,2020,Female,Australian,Education,3+ years,2.0,5.7,7.3,4.9,3.6,1,0.8216448966291054
1336,2021,Female,Other,Education,3+ years,3.0,6.3,5.9,4.5,1.0,1,0.8533786536816951
1337,2024,Male,Australian,Science,<1 year,3.0,4.6,8.5,7.2,3.5,1,0.9602756767141427
1338,2024,Male,Australian,Education,<1 year,3.0,2.5,6.8,5.4,8.7,0,0.4974712354579113
1339,2021,Female,Australian,Arts,3+ years,2.5,8.0,9.4,9.0,7.6,1,0.9863532503356182
1340,2022,Female,Torres Strait Islander,Science,1-3 years,2.0,3.7,5.5,4.2,5.0,1,0.22013900638920234
1341,2022,Male,Australian,Education,1-3 years,4.0,5.7,5.9,7.7,2.0,1,0.8346847676554912
1342,2023,Male,Aboriginal,Science,1-3 years,2.5,4.5,5.7,5.0,7.6,1,0.7709012025664397
1343,2024,Female,Australian,STEM,<1 year,2.5,9.2,4.8,5.3,8.8,1,0.5822211595962953
1344,2023,Male,Australian,Education,1-3 years,2.5,5.8,5.6,7.8,8.1,1,0.9204909572327539
1345,2024,Female,Other,Education,<1 year,2.0,5.4,7.2,5.6,3.1,1,0.5248142150128704
1346,2020,Male,Australian,Commerce,3+ years,2.0,7.5,5.9,5.9,3.3,1,0.705404339728766
1347,2020,Male,Australian,Science,3+ years,2.5,10.0,1.2,5.3,9.6,1,0.8132018299439961
1348,2019,Male,Australian,STEM,3+ years,2.0,6.8,8.6,10.0,2.5,1,0.9410267465752135
1349,2023,Male,Australian,Commerce,1-3 years,2.0,5.2,4.5,5.7,6.7,0,0.2556315897738222
1350,2021,Female,Australian,Science,3+ years,3.0,7.4,7.9,6.9,1.1,1,0.9550805882365314
1351,2023,Male,Australian,Science,1-3 years,2.5,2.9,7.0,6.4,4.7,0,0.641904117130193
1352,2021,Female,Australian,STEM,3+ years,2.5,6.1,10.0,7.2,7.0,1,0.9907464103881087
1353,2022,Male,Australian,Science,1-3 years,3.0,10.0,8.5,5.7,5.4,1,0.9794552785881508
1354,2023,Male,Aboriginal,Education,1-3 years,4.0,6.3,6.2,6.4,6.8,1,0.6183053088172993
1355,2022,Male,Chinese,Arts,1-3 years,2.0,6.2,5.9,7.5,2.4,1,0.8721861022143431
1356,2020,Female,Australian,STEM,3+ years,3.0,6.0,9.3,5.2,3.4,1,0.98390150430529
1357,2020,Male,Australian,Arts,3+ years,2.5,5.2,4.8,8.8,6.7,1,0.9122068110158145
1358,2019,Female,Australian,Commerce,3+ years,2.0,6.6,7.3,8.9,7.2,1,0.9777538358079565
1359,2023,Female,Australian,Education,1-3 years,2.5,7.6,6.8,7.9,6.0,1,0.891568374452045
1360,2022,Male,Australian,Commerce,1-3 years,2.5,5.3,6.5,6.9,7.9,1,0.7670349128200326
1361,2021,Female,Australian,Commerce,3+ years,3.0,1.0,7.5,1.4,1.4,0,0.3805901150117294
1362,2020,Male,Australian,Science,3+ years,2.0,6.9,7.3,7.6,4.3,1,0.9552945492439017
1363,2020,Female,Australian,Commerce,3+ years,2.5,10.0,7.7,6.1,10.0,1,0.9885220924475097
1364,2021,Female,Australian,Arts,3+ years,3.0,5.2,7.2,6.4,8.7,1,0.8842977638717596
1365,2022,Male,Other,Science,1-3 years,2.5,3.1,7.6,3.4,7.1,0,0.5288859791848335
1366,2022,Male,Australian,Science,1-3 years,3.0,7.4,7.1,7.7,5.1,1,0.7667191084986976
1367,2023,Female,Australian,Education,1-3 years,3.0,9.5,6.0,4.2,8.1,1,0.9179290467825351
1368,2023,Male,New Zealander,Other,1-3 years,2.5,7.1,7.0,7.0,6.6,1,0.8587777153010198
1369,2024,Male,Australian,Arts,<1 year,4.0,9.4,5.9,8.4,1.7,1,0.8542292181331951
1370,2024,Male,Australian,Science,<1 year,2.0,7.6,5.8,6.0,8.0,1,0.9207294932552001
1371,2019,Female,Australian,Education,3+ years,2.0,7.4,6.5,9.0,3.3,1,0.9426602118674836
1372,2020,Male,Australian,Commerce,3+ years,2.5,5.0,6.8,5.5,7.4,1,0.8677625502079722
1373,2023,Male,Australian,Education,1-3 years,2.5,6.6,7.1,7.9,1.5,1,0.9100428165916351
1374,2022,Male,Indian,Commerce,1-3 years,2.5,5.9,8.4,4.5,9.5,0,0.9646508271651566
1375,2021,Female,Australian,Education,3+ years,2.5,5.9,6.3,8.7,4.8,1,0.6936024236187471
1376,2022,Male,Australian,STEM,1-3 years,2.0,5.5,7.3,8.4,2.7,1,0.7561151055062139
1377,2020,Male,British,STEM,3+ years,2.0,6.5,7.2,7.6,3.8,0,0.8738340259140492
1378,2024,Male,Chinese,Commerce,<1 year,3.0,3.4,6.1,6.1,4.7,0,0.3321063853757786
1379,2022,Female,Australian,Commerce,1-3 years,3.0,7.6,7.1,4.3,5.5,1,0.8049968640520732
1380,2019,Male,Torres Strait Islander,Arts,3+ years,3.0,4.2,8.5,6.1,8.8,1,0.80456785602062
1381,2020,Male,Australian,Education,3+ years,3.0,5.5,7.3,8.8,5.7,1,0.9701638262366606
1382,2024,Female,Australian,Science,<1 year,2.5,6.7,7.3,7.0,1.0,1,0.6606060910797525
1383,2021,Female,Australian,Education,3+ years,2.0,4.1,5.9,4.0,2.4,0,0.5071907837603377
1384,2024,Male,Australian,Education,<1 year,2.5,2.1,10.0,4.8,10.0,1,0.8476189505200976
1385,2019,Female,Other,Education,3+ years,3.0,5.2,6.0,9.1,5.8,1,0.9319435997612152
1386,2020,Male,Australian,Science,3+ years,2.5,3.1,4.5,7.7,7.9,0,0.2234433536431863
1387,2021,Male,Australian,Commerce,3+ years,2.0,7.4,8.3,4.6,4.7,1,0.9281898844070368
1388,2019,Male,Australian,Arts,3+ years,4.0,3.7,6.8,3.6,3.0,1,0.6282990522396131
1389,2024,Female,Australian,Commerce,<1 year,3.0,9.0,6.5,5.7,4.3,0,0.8631249667055935
1390,2019,Female,Australian,Education,3+ years,2.5,6.0,6.2,3.5,5.8,1,0.4918600776836433
1391,2020,Male,Australian,Science,3+ years,2.5,6.1,9.8,6.5,4.3,1,0.9694374116218726
1392,2023,Female,Filipino,Education,1-3 years,4.0,2.0,7.5,10.0,10.0,1,0.9761959938569292
1393,2019,Male,Australian,Science,3+ years,2.0,6.3,7.8,3.9,4.0,1,0.8308710276900385
1394,2019,Female,Australian,Education,3+ years,2.5,5.8,7.2,6.5,2.9,0,0.7575340757098517
1395,2024,Female,Australian,Education,<1 year,2.5,3.4,7.4,9.2,7.5,1,0.748602895667798
1396,2024,Female,Australian,Science,<1 year,2.5,6.2,9.1,8.1,7.8,1,0.9650071933917705
1397,2021,Male,Australian,Other,3+ years,3.0,5.2,6.6,6.5,5.6,1,0.9022709006570525
1398,2024,Male,Vietnamese,Commerce,<1 year,2.5,5.6,4.8,6.5,4.0,0,0.5498918130902621
1399,2022,Female,Other,Arts,1-3 years,2.0,6.1,8.3,4.7,1.0,1,0.7359415026503208
1400,2020,Female,Australian,Education,3+ years,2.0,5.1,7.7,6.3,8.6,1,0.9175388750636804
1401,2020,Female,Australian,Arts,3+ years,2.0,6.5,7.2,7.2,7.7,1,0.9196109504544784
1402,2023,Male,South African,Science,1-3 years,2.5,5.8,7.7,8.8,4.4,1,0.879562657839544
1403,2023,Female,Australian,Education,1-3 years,3.0,6.9,6.4,5.7,5.6,1,0.8916765241276129
1404,2020,Male,Australian,Education,3+ years,2.0,4.9,7.0,6.5,4.9,1,0.8501901838573068
1405,2023,Female,Australian,Education,1-3 years,2.5,3.9,6.8,5.1,9.6,1,0.895147445658027
1406,2021,Male,Indian,Commerce,3+ years,3.0,4.6,6.1,7.2,2.9,1,0.8943997707746836
1407,2024,Female,Australian,Education,<1 year,2.5,8.9,8.8,8.2,3.9,1,0.9598819683088947
1408,2020,Male,New Zealander,STEM,3+ years,2.5,7.9,4.9,7.9,3.7,1,0.8933384244017039
1409,2023,Female,Chinese,Other,1-3 years,3.0,8.4,10.0,4.7,6.3,1,0.9285913790590453
1410,2020,Female,Australian,Education,3+ years,2.5,8.6,8.3,7.1,5.6,1,0.9651061809234479
1411,2022,Male,British,Commerce,1-3 years,2.5,5.1,4.3,5.6,6.0,1,0.563192837198069
1412,2019,Male,New Zealander,STEM,3+ years,2.5,6.6,6.7,8.6,3.3,1,0.7300371676312913
1413,2024,Female,Australian,Arts,<1 year,4.0,6.2,6.7,6.5,9.2,1,0.9119385424571961
1414,2020,Female,Australian,Commerce,3+ years,2.5,7.3,7.6,4.1,4.4,1,0.7466109958037558
1415,2019,Male,Australian,Commerce,3+ years,2.5,5.4,5.5,6.4,8.5,0,0.6932447445761079
1416,2023,Female,Australian,Commerce,1-3 years,2.5,6.2,7.0,7.6,10.0,1,0.8835423517397645
1417,2019,Male,Australian,Education,3+ years,2.0,6.1,6.8,7.2,3.3,1,0.8397803478132496
1418,2024,Male,Australian,Education,<1 year,2.5,7.1,5.9,5.9,6.4,0,0.46520064161636376
1419,2020,Female,Australian,Commerce,3+ years,2.5,7.3,5.7,5.7,5.2,1,0.8979191403952788
1420,2022,Female,Other,Education,1-3 years,2.0,6.2,8.4,5.0,10.0,1,0.9184847057842213
1421,2023,Female,Australian,STEM,1-3 years,2.5,6.2,4.5,6.1,4.8,1,0.8659928185515209
1422,2020,Male,Australian,Education,3+ years,2.0,6.5,7.7,5.3,6.1,1,0.907800033894481
1423,2024,Male,Australian,Commerce,<1 year,2.5,9.3,8.2,8.5,6.1,1,0.972844486580826
1424,2023,Female,Australian,Education,1-3 years,2.0,2.5,6.7,5.2,5.2,1,0.3499881232744447
1425,2021,Male,Australian,Arts,3+ years,2.0,4.1,7.1,7.0,7.4,1,0.6926530036764124
1426,2019,Male,Australian,Arts,3+ years,3.0,7.3,8.7,6.9,5.7,0,0.9790475555642988
1427,2024,Female,Australian,Education,<1 year,4.0,6.5,5.9,8.5,6.7,0,0.737761852304794
1428,2021,Male,British,Education,3+ years,2.0,6.5,6.1,8.8,6.0,1,0.9372316545364496
1429,2020,Female,Chinese,STEM,3+ years,2.5,7.3,6.3,8.1,4.0,1,0.972886075588878
1430,2022,Female,Australian,Education,1-3 years,2.5,6.4,8.7,7.4,4.8,1,0.9660266474042588
1431,2023,Female,British,Commerce,1-3 years,2.5,4.9,8.9,4.9,6.9,1,0.9160121353621244
1432,2019,Female,Indian,Education,3+ years,2.5,7.3,4.9,4.9,6.9,1,0.793900272761165
1433,2023,Female,Australian,Arts,1-3 years,2.5,6.0,8.5,5.3,8.6,1,0.8833797279573878
1434,2020,Female,Other,Arts,3+ years,3.0,5.1,8.2,8.2,10.0,1,0.9652212603125626
1435,2023,Male,Filipino,STEM,1-3 years,2.0,7.4,9.3,6.9,4.2,1,0.9098378811839377
1436,2019,Male,Australian,Commerce,3+ years,2.0,7.3,7.6,8.4,5.8,1,0.8686045666459089
1437,2020,Male,Australian,Arts,3+ years,3.0,6.4,6.9,8.6,5.0,1,0.9360365006460893
1438,2023,Female,Australian,Arts,1-3 years,3.0,9.4,8.7,5.5,2.7,1,0.9746749806796694
1439,2022,Female,Australian,Other,1-3 years,2.5,8.7,8.0,6.9,6.9,1,0.8751149121638099
1440,2024,Female,Indian,Education,<1 year,2.5,8.0,10.0,6.8,7.4,1,0.9885335493661283
1441,2020,Male,Australian,Education,3+ years,2.5,10.0,8.4,6.2,2.8,1,0.98507598891659
1442,2024,Male,Chinese,Science,<1 year,2.5,5.7,7.2,5.8,4.6,0,0.7746225033844384
1443,2020,Female,Indian,Commerce,3+ years,2.5,5.1,5.2,8.9,4.3,1,0.849417060628404
1444,2022,Female,Australian,Education,1-3 years,2.5,7.7,6.1,6.9,1.7,1,0.7502606452933986
1445,2024,Male,Torres Strait Islander,Education,<1 year,2.5,5.5,4.8,6.8,5.4,0,0.5415572294409394
1446,2021,Female,Australian,Arts,3+ years,3.0,6.0,6.7,5.4,2.6,0,0.732262419178152
1447,2019,Female,Australian,Arts,3+ years,3.0,4.0,8.4,8.0,5.9,1,0.9378075100140874
1448,2021,Male,Australian,Commerce,3+ years,2.5,7.2,7.0,5.0,6.2,1,0.8914715263169039
1449,2023,Male,Australian,Arts,1-3 years,2.5,3.1,8.5,7.6,6.5,1,0.9687805010834455
1450,2022,Female,Australian,STEM,1-3 years,2.5,5.8,7.5,7.7,6.6,1,0.9336707470184045
1451,2021,Female,South African,Arts,3+ years,2.5,6.0,6.4,6.1,9.3,1,0.8702846090797965
1452,2020,Male,Torres Strait Islander,Commerce,3+ years,2.5,5.1,7.1,7.4,3.5,1,0.8469496960200706
1453,2023,Female,Australian,Education,1-3 years,3.0,2.5,7.7,7.1,3.6,0,0.6286415342581847
1454,2023,Female,Torres Strait Islander,Commerce,1-3 years,3.0,2.5,7.2,6.7,7.1,1,0.6798879034854025
1455,2021,Female,Chinese,Commerce,3+ years,3.0,4.5,7.2,6.8,5.2,1,0.9319829780129215
1456,2021,Female,Australian,STEM,3+ years,3.0,7.1,5.8,6.9,8.3,1,0.8711119520703489
1457,2022,Female,Australian,Education,1-3 years,4.0,6.6,6.4,7.0,6.9,1,0.8473506634724297
1458,2019,Male,Other,Other,3+ years,2.5,6.0,10.0,6.9,10.0,1,0.9707159224362787
1459,2021,Female,Australian,Education,3+ years,4.0,4.2,8.8,4.8,5.3,1,0.8535420882594306
1460,2021,Female,Australian,Education,3+ years,2.0,6.7,4.8,6.5,1.8,1,0.8142321975341088
1461,2024,Male,Australian,Commerce,<1 year,2.0,2.4,3.4,7.3,6.4,0,0.2567675707771821
1462,2020,Male,Indian,Commerce,3+ years,2.5,1.2,7.1,7.0,5.3,0,0.6693282266251366
1463,2024,Male,Australian,Commerce,<1 year,4.0,5.5,8.3,8.5,6.8,1,0.9412780679429527
1464,2024,Male,Australian,Science,<1 year,2.5,4.9,6.2,7.9,7.2,1,0.7820805783800956
1465,2023,Female,Australian,Commerce,1-3 years,2.0,8.0,8.5,5.2,4.2,0,0.8221767304529634
1466,2019,Male,Other,STEM,3+ years,2.5,6.3,7.1,6.5,3.0,1,0.6667058507480277
1467,2020,Female,Australian,Science,3+ years,2.5,9.3,6.8,6.2,5.1,1,0.9751031549447655
1468,2022,Male,Australian,Education,1-3 years,2.5,4.9,8.1,6.8,1.0,0,0.8938247783311531
1469,2022,Female,Other,STEM,1-3 years,3.0,7.0,6.2,6.8,5.7,1,0.8835249120014638
1470,2021,Male,Australian,Arts,3+ years,4.0,5.5,6.6,7.9,4.5,1,0.956700742400412
1471,2021,Male,Other,Education,3+ years,3.0,8.8,8.0,7.1,7.7,1,0.9946775836076116
1472,2022,Female,Other,Commerce,1-3 years,2.5,5.6,7.0,9.0,1.0,1,0.7579874120299999
1473,2021,Male,Other,Arts,3+ years,2.5,7.7,9.9,7.2,5.5,1,0.9523010920308165
1474,2019,Male,Australian,Commerce,3+ years,2.5,3.8,8.0,5.3,9.4,1,0.929708047902529
1475,2024,Male,Australian,Commerce,<1 year,2.5,5.2,7.9,6.0,7.2,1,0.5733516826278916
1476,2021,Female,Indian,Other,3+ years,2.0,5.8,6.9,7.9,8.0,1,0.9183680962070547
1477,2023,Male,Other,Education,1-3 years,3.0,8.5,8.3,3.9,6.3,1,0.8958792977564164
1478,2021,Female,Australian,Education,3+ years,2.5,1.6,6.5,4.4,1.3,0,0.5424252993848265
1479,2020,Female,Indian,Arts,3+ years,3.0,5.3,7.4,6.8,5.9,1,0.8672868981521009
1480,2019,Female,Australian,Arts,3+ years,4.0,5.3,5.6,8.5,6.5,1,0.9612019976311343
1481,2020,Female,Australian,Commerce,3+ years,2.0,1.8,8.6,9.2,2.8,1,0.7787666107359165
1482,2020,Male,Australian,Commerce,3+ years,4.0,5.1,7.4,6.4,5.2,1,0.9475311687361367
1483,2023,Female,Chinese,Arts,1-3 years,3.0,2.9,10.0,8.7,1.0,1,0.8565429814915403
1484,2019,Male,Australian,Science,3+ years,2.5,1.3,10.0,6.9,4.7,1,0.9310392283621507
1485,2019,Female,Australian,Education,3+ years,2.5,5.5,8.1,4.0,4.4,1,0.6870327416148763
1486,2019,Female,Other,Education,3+ years,2.5,5.4,7.1,6.8,9.0,1,0.9133869349014895
1487,2019,Female,Australian,Commerce,3+ years,2.5,5.5,5.6,5.7,4.0,1,0.8707575263656976
1488,2019,Female,Australian,Arts,3+ years,2.5,6.5,8.4,8.5,4.8,1,0.9626013286990152
1489,2023,Female,Australian,Arts,1-3 years,2.0,4.2,7.3,6.8,5.3,1,0.8925888191827679
1490,2021,Female,Australian,Other,3+ years,2.5,9.6,7.8,4.5,4.0,1,0.9271680713226947
1491,2020,Male,Torres Strait Islander,Arts,3+ years,2.5,5.9,9.6,4.1,7.3,1,0.9122930876236002
1492,2019,Female,Other,STEM,3+ years,2.0,8.6,5.8,6.8,1.0,0,0.834461939986654
1493,2021,Female,Australian,Commerce,3+ years,2.5,2.6,5.6,2.4,8.3,0,0.5770603422925208
1494,2021,Female,Indian,Science,3+ years,2.5,4.3,6.6,5.9,5.5,1,0.42691920995731164
1495,2020,Male,Australian,Science,3+ years,2.5,7.4,8.2,7.2,8.8,1,0.9794439162626618
1496,2023,Male,Australian,Commerce,1-3 years,2.0,5.5,7.8,4.9,1.0,1,0.4945331832923575
1497,2022,Female,Australian,Education,1-3 years,3.0,3.9,5.7,8.6,1.0,0,0.4156272496284643
1498,2022,Female,Australian,Arts,1-3 years,2.5,2.3,8.1,8.9,4.8,1,0.8910839589727791
1499,2021,Female,Australian,Commerce,3+ years,2.0,7.5,5.2,5.0,6.8,1,0.9048058880717033
1500,2024,Male,Australian,Commerce,<1 year,2.5,7.3,5.7,6.3,4.1,1,0.7068481126888427
1501,2024,Female,Australian,STEM,<1 year,2.5,6.5,6.8,8.6,7.0,1,0.6986071741559892
1502,2020,Female,Australian,Science,3+ years,2.0,5.0,6.2,6.8,8.0,0,0.7433686738865644
1503,2022,Female,Australian,Education,1-3 years,2.5,3.8,8.3,4.3,7.2,1,0.7189756681501357
1504,2021,Female,Australian,Arts,3+ years,3.0,5.9,7.4,6.5,5.8,1,0.9229327213979449
1505,2023,Female,Other,Education,1-3 years,3.0,3.4,9.6,5.3,5.7,1,0.872305177769968
1506,2022,Male,Australian,Education,1-3 years,2.0,4.5,6.6,8.8,4.0,0,0.8417335943074448
1507,2021,Female,Australian,Commerce,3+ years,3.0,8.5,6.8,7.9,5.4,1,0.9782888339407313
1508,2021,Male,Other,Science,3+ years,2.5,2.3,8.8,6.2,2.9,1,0.8530587612691666
1509,2019,Female,Chinese,Other,3+ years,4.0,7.4,6.9,7.1,3.5,1,0.9667043050211456
1510,2023,Female,Australian,Arts,1-3 years,2.0,9.0,9.2,4.4,6.8,1,0.9302302597205937
1511,2019,Male,Australian,Arts,3+ years,2.5,7.6,7.8,5.4,4.3,1,0.9930547206334466
1512,2020,Female,Aboriginal,Education,3+ years,2.5,6.8,3.5,9.6,3.7,1,0.8336257060684572
1513,2019,Male,Australian,Education,3+ years,2.0,5.1,8.8,6.9,6.6,1,0.9608056258104077
1514,2019,Male,Chinese,STEM,3+ years,3.0,4.7,8.4,8.5,6.4,1,0.988503444385192
1515,2022,Female,Indian,Education,1-3 years,2.5,1.5,8.4,7.2,5.0,1,0.781690148602821
1516,2024,Male,Australian,Arts,<1 year,2.0,6.1,4.1,9.2,5.1,0,0.4664488314192543
1517,2021,Female,Other,Science,3+ years,2.5,5.2,6.0,3.2,6.5,1,0.8422608754703422
1518,2023,Male,Australian,Other,1-3 years,2.5,4.6,6.1,6.5,7.9,1,0.9011541151322727
1519,2019,Female,Australian,Education,3+ years,2.0,6.0,5.7,9.8,6.0,1,0.9053216591283627
1520,2023,Male,Filipino,Commerce,1-3 years,4.0,6.1,9.6,8.5,2.5,1,0.9916549116422876
1521,2024,Female,Australian,Commerce,<1 year,3.0,4.7,7.0,9.2,4.9,1,0.8243890243682828
1522,2024,Male,Chinese,Education,<1 year,2.5,9.2,6.9,6.8,4.5,1,0.9334433219476987
1523,2019,Male,Other,STEM,3+ years,2.5,7.5,7.8,5.8,2.9,1,0.9690944385609811
1524,2020,Male,Torres Strait Islander,Commerce,3+ years,2.5,7.8,7.9,5.0,6.7,1,0.9362947415510596
1525,2019,Male,Australian,Commerce,3+ years,3.0,5.8,2.0,4.8,6.9,0,0.48586339059185557
1526,2022,Male,Australian,Commerce,1-3 years,4.0,7.0,6.0,8.3,7.3,1,0.9651695603422432
1527,2021,Male,Australian,Education,3+ years,2.5,4.2,4.9,7.7,3.0,1,0.5737217140004714
1528,2020,Female,Australian,Commerce,3+ years,3.0,7.3,7.6,6.7,5.9,1,0.8981356078243606
1529,2019,Female,Australian,Education,3+ years,2.5,5.6,6.6,7.7,5.5,0,0.9556968698367482
1530,2023,Female,Indian,Education,1-3 years,2.5,4.0,7.0,7.1,6.3,1,0.8286958640923663
1531,2020,Female,Aboriginal,Education,3+ years,4.0,6.0,3.9,8.5,5.8,1,0.7634211643117456
1532,2020,Female,Australian,Education,3+ years,2.5,5.4,6.5,8.5,5.5,1,0.8989210591937375
1533,2019,Male,Australian,Commerce,3+ years,2.5,10.0,8.7,4.9,5.2,1,0.9763584917948753
1534,2020,Female,Chinese,Education,3+ years,3.0,6.9,9.1,7.3,8.3,1,0.9299264784854361
1535,2023,Male,Australian,Commerce,1-3 years,2.5,9.2,8.1,3.8,3.3,1,0.9251032128312713
1536,2024,Female,Australian,Science,<1 year,2.5,8.3,5.0,7.0,5.1,1,0.7796721700300375
1537,2020,Female,Chinese,STEM,3+ years,4.0,6.1,8.9,7.9,8.2,1,0.9950974210739354
1538,2024,Female,Australian,Arts,<1 year,3.0,5.1,8.1,4.4,3.5,0,0.6603393741511333
1539,2023,Male,Australian,Commerce,1-3 years,3.0,2.5,6.8,6.1,3.6,0,0.8240010749059217
1540,2019,Male,Other,Commerce,3+ years,2.5,4.3,4.0,6.8,7.3,1,0.6142668341794667
1541,2021,Male,Australian,Arts,3+ years,2.5,7.3,8.4,7.2,1.9,1,0.9423691613364145
1542,2020,Female,Other,Commerce,3+ years,4.0,5.4,6.1,6.3,7.2,1,0.9054035664529663
1543,2021,Male,Australian,Science,3+ years,2.5,6.8,7.5,4.7,4.3,1,0.9704192005589246
1544,2023,Female,Australian,Commerce,1-3 years,2.0,1.9,7.1,6.7,6.5,0,0.40936465487795803
1545,2020,Female,Other,Commerce,3+ years,2.5,6.9,9.3,3.8,2.4,1,0.9304783208363006
1546,2024,Female,Australian,Science,<1 year,2.5,8.2,6.8,6.4,8.5,1,0.8822368496236097
1547,2022,Female,British,Education,1-3 years,2.0,2.4,7.0,6.0,2.5,0,0.5067925498525312
1548,2021,Female,New Zealander,Education,3+ years,3.0,6.7,9.4,6.6,7.3,1,0.9836558910385879
1549,2020,Male,Other,Education,3+ years,4.0,8.7,6.0,5.8,2.6,1,0.9535493559954165
1550,2021,Male,Other,Commerce,3+ years,2.5,9.4,8.2,4.1,10.0,1,0.9768039887047283
1551,2020,Female,Australian,Education,3+ years,3.0,5.0,6.7,6.1,5.3,1,0.9317675910217207
1552,2019,Female,British,STEM,3+ years,3.0,7.6,5.5,8.5,10.0,1,0.9369812544693069
1553,2024,Female,Australian,Science,<1 year,3.0,8.9,7.0,9.1,3.5,1,0.9191726241040183
1554,2021,Female,Australian,Science,3+ years,2.0,6.8,8.0,10.0,4.4,1,0.9188857453822886
1555,2022,Male,South African,Commerce,1-3 years,2.0,8.6,9.0,9.8,8.5,1,0.9968472565726524
1556,2022,Female,Australian,Other,1-3 years,2.0,5.9,9.2,4.6,1.9,0,0.7930862638830116
1557,2023,Male,Australian,STEM,1-3 years,2.0,6.8,6.6,6.1,3.8,1,0.7136602771498868
1558,2020,Female,Australian,Commerce,3+ years,2.5,4.8,5.5,6.8,6.7,1,0.8473970851997693
1559,2021,Male,Australian,Arts,3+ years,2.5,5.7,6.5,6.6,3.0,1,0.908517260264454
1560,2023,Female,Other,Science,1-3 years,2.0,6.9,5.2,6.9,6.8,0,0.6346771624914183
1561,2021,Male,Australian,Science,3+ years,2.0,4.6,6.7,10.0,5.9,1,0.9616667378582715
1562,2020,Female,Australian,Education,3+ years,2.5,5.6,6.5,4.9,1.7,0,0.6367668224330526
1563,2022,Male,Other,Commerce,1-3 years,2.5,7.5,8.1,5.5,7.9,1,0.9743567128410385
1564,2019,Female,Australian,Arts,3+ years,3.0,10.0,3.7,9.8,2.3,1,0.8400060103370415
1565,2022,Female,Australian,Commerce,1-3 years,2.0,1.9,5.9,5.7,7.4,1,0.6297997554830582
1566,2023,Male,Australian,Science,1-3 years,3.0,10.0,5.9,7.5,5.8,1,0.9282536375471783
1567,2024,Male,Australian,STEM,<1 year,4.0,5.5,8.8,8.7,4.4,1,0.8625813935500021
1568,2019,Male,Australian,Arts,3+ years,3.0,7.9,5.3,7.7,2.7,1,0.6628964046594353
1569,2023,Male,South African,Education,1-3 years,3.0,8.3,7.3,7.1,6.3,1,0.8905759523913853
1570,2020,Male,Australian,STEM,3+ years,4.0,9.1,6.8,8.5,3.3,1,0.9844809388026621
1571,2019,Female,Other,Education,3+ years,2.0,4.5,8.6,5.2,8.5,1,0.6593672719657343
1572,2023,Female,New Zealander,Science,1-3 years,4.0,5.5,7.9,5.9,8.6,1,0.9429000356833119
1573,2020,Female,Torres Strait Islander,Science,3+ years,3.0,5.9,7.2,7.8,9.6,1,0.9613767675659521
1574,2022,Male,Australian,Education,1-3 years,3.0,5.3,6.2,3.1,6.2,1,0.2866241785289049
1575,2024,Female,Australian,Science,<1 year,2.5,8.6,4.2,9.3,4.5,1,0.6265592264483875
1576,2020,Female,Australian,Commerce,3+ years,2.5,5.8,7.4,7.3,4.8,1,0.8308933850087805
1577,2021,Male,Other,Education,3+ years,3.0,2.8,7.8,7.1,4.6,1,0.8555922689120642
1578,2020,Male,Australian,Commerce,3+ years,2.5,4.7,4.6,3.9,6.1,1,0.7640599714249554
1579,2020,Female,Australian,Education,3+ years,3.0,2.8,5.1,4.5,6.6,1,0.7255118951466721
1580,2024,Female,Australian,Commerce,<1 year,2.0,5.5,7.4,6.1,8.6,0,0.7453100230404972
1581,2021,Female,Australian,Commerce,3+ years,2.5,7.3,7.5,8.3,5.6,1,0.9116110138644626
1582,2023,Female,Australian,Science,1-3 years,2.5,4.7,5.5,3.1,2.0,0,0.12656263847456212
1583,2023,Female,Australian,Science,1-3 years,2.5,5.2,6.1,8.2,4.5,1,0.7275273227262308
1584,2020,Male,Australian,STEM,3+ years,2.0,5.5,4.2,6.2,9.4,0,0.5309529242897377
1585,2021,Male,Australian,Education,3+ years,2.0,6.3,9.1,6.4,1.6,1,0.9115800358960476
1586,2021,Male,Australian,Arts,3+ years,2.5,7.0,5.1,7.3,7.3,1,0.8578315452519586
